file,Threads,Concurrency,Math,50%,75%,90%,99%,99.9%,99.99%,99.999%,100%,u50%,u75%,u90%,u99%,u99.9%,u99.99%,u99.999%,u100%,Throughput
./wrk6/wrk_1003_w_10min_v2_Light.txt,50,100,1,71.23,312.83,472.06,821.25,965.12,1241.09,1260.54,1288.19,70.40,312.06,471.04,820.74,962.56,1240.06,1259.52,1287.17,60001
./wrk6/wrk_1003_w_Heavy.txt,3,3,1,99352.57,135790.59,160432.13,172228.61,172228.61,172228.61,172228.61,172228.61,10141.69,10248.19,13443.07,18268.16,18268.16,18268.16,18268.16,18268.16,13
./wrk6/wrk_1003_w_Heavy.txt,3,3,1,82640.90,130285.57,158334.98,179699.71,179699.71,179699.71,179699.71,179699.71,10952.70,14221.31,16154.62,19578.88,19578.88,19578.88,19578.88,19578.88,12
./wrk6/wrk_1003_w_Heavy.txt,3,3,1,88932.35,136445.95,161218.56,177340.42,177340.42,177340.42,177340.42,177340.42,10207.23,14516.22,14942.21,20791.29,20791.29,20791.29,20791.29,20791.29,12
./wrk6/wrk_1003_w_Light.txt,50,100,1,48.00,132.99,199.81,375.30,454.65,473.86,487.94,487.94,47.26,132.22,199.17,374.78,448.77,472.57,487.17,487.17,18003
./wrk6/wrk_2003_r_10min_Heavy.txt,3,3,0,321912.83,476315.65,545259.52,595066.88,595066.88,595066.88,595066.88,595066.88,12656.64,19480.58,22265.85,29081.60,29081.60,29081.60,29081.60,29081.60,34
./wrk6/wrk_2003_r_10min_Heavy.txt,3,3,0,271581.18,425459.71,509870.08,588775.42,588775.42,588775.42,588775.42,588775.42,10854.40,15515.65,18169.85,26001.41,26001.41,26001.41,26001.41,26001.41,38
./wrk6/wrk_2003_r_10min_Heavy.txt,3,3,0,322699.26,435683.33,528744.45,596639.74,596639.74,596639.74,596639.74,596639.74,11026.43,16859.13,24133.63,31047.68,31047.68,31047.68,31047.68,31047.68,35
./wrk6/wrk_2003_r_10min_Light.txt,50,200,0,81.53,359.94,562.17,951.81,1208.32,1420.29,1697.79,1763.33,79.04,358.65,560.64,947.20,1131.52,1179.65,1203.20,1211.39,120016
./wrk6/wrk_2003_r_10min_v2_Heavy.txt,3,3,0,314310.66,449576.96,533200.90,589299.71,589299.71,589299.71,589299.71,589299.71,12910.59,19955.71,22102.01,29065.22,29065.22,29065.22,29065.22,29065.22,33
./wrk6/wrk_2003_r_10min_v2_Heavy.txt,3,3,0,329777.15,461635.58,553123.84,596639.74,596639.74,596639.74,596639.74,596639.74,12877.82,18661.38,21528.58,26558.46,26558.46,26558.46,26558.46,26558.46,35
./wrk6/wrk_2003_r_10min_v2_Heavy.txt,3,3,0,305397.76,449314.82,537919.49,589299.71,589299.71,589299.71,589299.71,589299.71,11288.58,15450.11,22986.75,30228.48,30228.48,30228.48,30228.48,30228.48,35
./wrk6/wrk_2003_r_10min_v2_Light.txt,50,200,0,91.52,244.74,449.79,808.96,1189.89,1419.26,1473.54,1515.52,89.98,243.71,449.02,805.89,1115.13,1200.13,1236.99,1246.21,120020
./wrk6/wrk_2003_r_2_Heavy.txt,3,3,0,95354.88,141819.90,155582.46,168296.45,168296.45,168296.45,168296.45,168296.45,11108.35,19169.28,21282.81,21659.65,21659.65,21659.65,21659.65,21659.65,10
./wrk6/wrk_2003_r_2_Heavy.txt,3,3,0,103022.59,129302.53,160956.42,174456.83,174456.83,174456.83,174456.83,174456.83,11681.79,15695.87,19038.21,19709.95,19709.95,19709.95,19709.95,19709.95,11
./wrk6/wrk_2003_r_2_Heavy.txt,3,3,0,82640.90,127926.27,154271.74,166854.65,166854.65,166854.65,166854.65,166854.65,11018.24,11091.97,14655.49,16179.20,16179.20,16179.20,16179.20,16179.20,12
./wrk6/wrk_2003_r_2_Light.txt,50,200,0,97.41,204.16,345.09,702.46,837.12,869.38,1023.49,1023.49,96.77,203.39,344.06,701.44,835.58,868.86,1022.98,1022.98,36011
./wrk6/wrk_2003_r_Heavy.txt,3,3,0,84672.51,131530.75,159907.84,173539.33,173539.33,173539.33,173539.33,173539.33,14655.49,21594.11,26525.69,28770.30,28770.30,28770.30,28770.30,28770.30,9
./wrk6/wrk_2003_r_Heavy.txt,3,3,0,66912.26,125698.05,160432.13,177209.34,177209.34,177209.34,177209.34,177209.34,11788.29,17973.25,18268.16,31916.03,31916.03,31916.03,31916.03,31916.03,10
./wrk6/wrk_2003_r_Heavy.txt,3,3,0,93257.73,123863.04,150863.87,168820.73,168820.73,168820.73,168820.73,168820.73,15466.50,17858.56,24559.62,24952.83,24952.83,24952.83,24952.83,24952.83,9
./wrk6/wrk_2003_r_Light.txt,50,200,0,68.99,211.07,332.29,939.52,1346.56,1492.99,1522.69,1522.69,67.78,209.79,329.98,935.93,1325.06,1368.06,1414.14,1414.14,36004
./wrk6/wrk_2003_w_10min_Heavy.txt,3,3,1,314048.51,452984.83,541065.21,590872.57,590872.57,590872.57,590872.57,590872.57,10698.75,12673.02,16605.18,23035.90,23035.90,23035.90,23035.90,23035.90,41
./wrk6/wrk_2003_w_10min_Heavy.txt,3,3,1,313524.22,452460.54,527958.02,597164.03,597164.03,597164.03,597164.03,597164.03,10813.44,16244.74,18415.62,23248.90,23248.90,23248.90,23248.90,23248.90,38
./wrk6/wrk_2003_w_10min_Heavy.txt,3,3,1,271056.90,436469.76,501481.47,575668.22,575668.22,575668.22,575668.22,575668.22,10715.14,14163.97,18628.61,24707.07,24707.07,24707.07,24707.07,24707.07,39
./wrk6/wrk_2003_w_10min_Light.txt,50,200,1,119.49,235.13,418.56,763.90,997.89,1146.88,1324.03,1328.13,118.72,234.37,417.54,762.88,995.84,1146.88,1323.01,1328.13,120013
./wrk6/wrk_2003_w_10min_v2_Heavy.txt,3,3,1,294387.71,444596.22,532938.75,592969.73,592969.73,592969.73,592969.73,592969.73,10993.66,14712.83,17727.49,20938.75,20938.75,20938.75,20938.75,20938.75,39
./wrk6/wrk_2003_w_10min_v2_Heavy.txt,3,3,1,302252.03,460849.15,531628.03,592969.73,592969.73,592969.73,592969.73,592969.73,10969.09,15114.24,18251.78,25280.51,25280.51,25280.51,25280.51,25280.51,38
./wrk6/wrk_2003_w_10min_v2_Heavy.txt,3,3,1,329777.15,456130.56,544735.23,596639.74,596639.74,596639.74,596639.74,596639.74,10862.59,14393.34,19202.05,22708.22,22708.22,22708.22,22708.22,22708.22,39
./wrk6/wrk_2003_w_10min_v2_Light.txt,50,200,1,98.69,178.81,289.28,591.36,716.29,892.93,1082.37,1085.44,97.92,178.05,288.51,590.34,716.29,891.90,1081.34,1084.41,120002
./wrk6/wrk_2003_w_Heavy.txt,3,3,1,86441.98,135528.45,155058.17,168951.81,168951.81,168951.81,168951.81,168951.81,16957.44,18644.99,20365.31,25919.49,25919.49,25919.49,25919.49,25919.49,9
./wrk6/wrk_2003_w_Heavy.txt,3,3,1,82378.75,121372.67,155844.61,168427.52,168427.52,168427.52,168427.52,168427.52,10739.71,10878.98,14417.92,19447.81,19447.81,19447.81,19447.81,19447.81,12
./wrk6/wrk_2003_w_Heavy.txt,3,3,1,104726.53,136708.10,162529.28,176160.77,176160.77,176160.77,176160.77,176160.77,12312.58,14262.27,20660.22,20774.91,20774.91,20774.91,20774.91,20774.91,11
./wrk6/wrk_2003_w_Light.txt,50,200,1,87.94,150.78,207.23,477.69,795.13,916.48,953.34,953.34,87.17,150.01,206.34,476.67,794.62,916.48,952.32,952.32,36003
./wrk6/wrk_3003_r_10min_Heavy.txt,3,3,1,272367.61,420478.97,506200.06,593494.02,593494.02,593494.02,593494.02,593494.02,14516.22,19251.20,26034.17,32473.09,32473.09,32473.09,32473.09,32473.09,31
./wrk6/wrk_3003_r_10min_Heavy.txt,3,3,1,327680.00,461635.58,532152.32,588775.42,588775.42,588775.42,588775.42,588775.42,16605.18,23281.66,25329.66,34635.78,34635.78,34635.78,34635.78,34635.78,29
./wrk6/wrk_3003_r_10min_Heavy.txt,3,3,1,328204.29,472383.49,551550.97,597164.03,597164.03,597164.03,597164.03,597164.03,12066.82,20037.63,23560.19,34406.40,34406.40,34406.40,34406.40,34406.40,33
./wrk6/wrk_3003_r_10min_Light.txt,50,300,1,143.62,361.98,578.56,1135.62,2020.35,2893.82,3463.17,3733.50,140.03,356.61,571.39,1106.94,1575.93,1651.71,1687.55,1792.00,180041
./wrk6/wrk_3003_r_10min_v2_Heavy.txt,3,3,0,312737.79,434372.61,538968.06,588251.14,588251.14,588251.14,588251.14,588251.14,11902.98,20955.13,22953.98,24035.33,24035.33,24035.33,24035.33,24035.33,33
./wrk6/wrk_3003_r_10min_v2_Heavy.txt,3,3,0,290455.55,458489.85,537919.49,597164.03,597164.03,597164.03,597164.03,597164.03,17154.05,23183.36,24215.55,31768.58,31768.58,31768.58,31768.58,31768.58,29
./wrk6/wrk_3003_r_10min_v2_Heavy.txt,3,3,0,314834.94,463208.45,547356.67,589824.00,589824.00,589824.00,589824.00,589824.00,11821.06,17383.42,23019.52,25935.87,25935.87,25935.87,25935.87,25935.87,35
./wrk6/wrk_3003_r_10min_v2_Light.txt,50,300,0,138.62,355.84,588.29,979.46,1437.69,1848.32,2271.23,2594.82,136.32,353.54,585.73,970.24,1291.26,1440.77,1537.02,1998.85,180031
./wrk6/wrk_3003_r_3_Heavy.txt,3,3,0,101056.51,134873.09,155713.54,171442.17,171442.17,171442.17,171442.17,171442.17,17924.10,19218.43,23773.18,23920.64,23920.64,23920.64,23920.64,23920.64,9
./wrk6/wrk_3003_r_3_Heavy.txt,3,3,0,87031.81,133693.44,158466.05,174850.05,174850.05,174850.05,174850.05,174850.05,16064.51,19185.66,22937.60,30359.55,30359.55,30359.55,30359.55,30359.55,9
./wrk6/wrk_3003_r_3_Heavy.txt,3,3,0,102432.77,130416.64,158728.19,177733.63,177733.63,177733.63,177733.63,177733.63,11993.09,12353.53,16416.77,25067.52,25067.52,25067.52,25067.52,25067.52,11
./wrk6/wrk_3003_r_3_Light.txt,50,300,0,137.22,260.10,353.02,574.46,681.47,723.97,727.55,735.23,136.57,259.45,352.25,573.95,681.47,723.97,726.53,734.21,54018
./wrk6/wrk_3003_r_Heavy.txt,3,3,0,86704.13,128909.31,143785.98,172883.97,172883.97,172883.97,172883.97,172883.97,12075.01,17891.33,21987.33,27394.05,27394.05,27394.05,27394.05,27394.05,10
./wrk6/wrk_3003_r_Heavy.txt,3,3,0,89456.64,138936.32,161742.85,175636.48,175636.48,175636.48,175636.48,175636.48,12115.97,19660.80,20070.40,21807.10,21807.10,21807.10,21807.10,21807.10,10
./wrk6/wrk_3003_r_Heavy.txt,3,3,0,88670.21,141557.76,156237.82,176422.91,176422.91,176422.91,176422.91,176422.91,11993.09,18808.83,22839.29,24199.17,24199.17,24199.17,24199.17,24199.17,10
./wrk6/wrk_3003_r_Light.txt,50,300,0,146.56,234.50,297.73,512.00,656.89,723.46,795.13,830.98,145.79,233.47,296.45,510.72,656.38,722.94,794.62,829.95,54024
./wrk6/wrk_3003_w_10min_Heavy.txt,3,3,1,302252.03,430440.45,541065.21,594542.59,594542.59,594542.59,594542.59,594542.59,12058.62,16924.67,21413.89,27115.52,27115.52,27115.52,27115.52,27115.52,35
./wrk6/wrk_3003_w_10min_Heavy.txt,3,3,1,277348.35,416022.53,506986.49,589299.71,589299.71,589299.71,589299.71,589299.71,11542.53,12533.76,19464.19,26755.07,26755.07,26755.07,26755.07,26755.07,38
./wrk6/wrk_3003_w_10min_Heavy.txt,3,3,1,294649.85,434896.90,537919.49,583532.54,583532.54,583532.54,583532.54,583532.54,11632.64,15245.31,19578.88,32636.93,32636.93,32636.93,32636.93,32636.93,35
./wrk6/wrk_3003_w_10min_Light.txt,50,300,1,169.85,283.39,443.13,760.83,1003.01,1123.33,1272.83,1336.32,168.96,282.37,442.37,759.29,1001.98,1085.44,1113.09,1249.28,180021
./wrk6/wrk_3003_w_10min_v2_Heavy.txt,3,3,1,276037.63,416284.67,528744.45,589824.00,589824.00,589824.00,589824.00,589824.00,13041.66,18219.01,22511.62,31047.68,31047.68,31047.68,31047.68,31047.68,33
./wrk6/wrk_3003_w_10min_v2_Heavy.txt,3,3,1,283639.81,430964.73,531365.89,599261.18,599261.18,599261.18,599261.18,599261.18,12845.06,15695.87,22265.85,32899.07,32899.07,32899.07,32899.07,32899.07,35
./wrk6/wrk_3003_w_10min_v2_Heavy.txt,3,3,1,310116.35,447479.81,529530.88,587202.56,587202.56,587202.56,587202.56,587202.56,11599.87,14991.36,22315.01,32161.79,32161.79,32161.79,32161.79,32161.79,35
./wrk6/wrk_3003_w_10min_v2_Light.txt,50,300,1,166.78,289.28,466.43,742.40,957.95,1069.06,1127.42,1196.03,166.01,288.51,465.66,740.86,954.37,1065.98,1127.42,1193.98,180033
./wrk6/wrk_3003_w_Heavy.txt,3,3,1,93519.87,141426.69,155844.61,174456.83,174456.83,174456.83,174456.83,174456.83,13885.44,18317.31,18907.13,22593.53,22593.53,22593.53,22593.53,22593.53,10
./wrk6/wrk_3003_w_Heavy.txt,3,3,1,87556.10,118685.70,146538.49,167378.94,167378.94,167378.94,167378.94,167378.94,11837.44,11968.51,16351.23,18202.62,18202.62,18202.62,18202.62,18202.62,12
./wrk6/wrk_3003_w_Heavy.txt,3,3,1,103612.41,137494.53,165675.01,179568.64,179568.64,179568.64,179568.64,179568.64,11804.67,15745.02,19447.81,21200.90,21200.90,21200.90,21200.90,21200.90,11
./wrk6/wrk_3003_w_Light.txt,50,300,1,159.23,219.26,283.65,478.72,900.61,1027.58,1042.43,1042.94,158.34,218.24,282.62,477.69,899.58,1027.07,1041.92,1042.43,54000
./wrk6/wrk_4003_r_10min_Heavy.txt,3,3,1,267517.95,421789.70,514064.38,598736.90,598736.90,598736.90,598736.90,598736.90,16924.67,25313.28,26804.22,58064.89,58064.89,58064.89,58064.89,58064.89,26
./wrk6/wrk_4003_r_10min_Heavy.txt,3,3,1,286261.25,414973.95,527171.58,592969.73,592969.73,592969.73,592969.73,592969.73,17612.80,23281.66,25165.82,45744.13,45744.13,45744.13,45744.13,45744.13,27
./wrk6/wrk_4003_r_10min_Heavy.txt,3,3,1,283639.81,436994.05,511967.23,593494.02,593494.02,593494.02,593494.02,593494.02,13418.50,21659.65,25903.10,32587.78,32587.78,32587.78,32587.78,32587.78,30
./wrk6/wrk_4003_r_10min_Light.txt,50,400,1,184.96,388.61,568.32,877.05,1166.34,1400.83,1626.11,1667.07,183.68,387.58,567.29,871.93,1111.04,1190.91,1217.54,1460.22,240050
./wrk6/wrk_4003_r_Heavy.txt,3,3,0,96272.38,126877.70,158072.83,174194.69,174194.69,174194.69,174194.69,174194.69,13156.35,13418.50,13737.98,18448.38,18448.38,18448.38,18448.38,18448.38,11
./wrk6/wrk_4003_r_Heavy.txt,3,3,0,87031.81,124846.08,139591.68,166723.58,166723.58,166723.58,166723.58,166723.58,13590.53,20283.39,20381.69,24346.62,24346.62,24346.62,24346.62,24346.62,9
./wrk6/wrk_4003_r_Heavy.txt,3,3,0,81723.39,124846.08,140902.40,166854.65,166854.65,166854.65,166854.65,166854.65,14385.15,24199.17,25116.67,25526.27,25526.27,25526.27,25526.27,25526.27,8
./wrk6/wrk_4003_r_Light.txt,50,400,0,198.27,283.90,347.90,601.60,895.49,931.84,954.88,1240.06,197.38,283.13,346.88,600.58,895.49,930.82,954.37,1240.06,72013
./wrk6/wrk_4003_w_10min_Heavy.txt,3,3,1,315621.38,443547.65,531103.74,588775.42,588775.42,588775.42,588775.42,588775.42,12763.14,19513.34,24821.76,28999.68,28999.68,28999.68,28999.68,28999.68,32
./wrk6/wrk_4003_w_10min_Heavy.txt,3,3,1,302776.32,448266.24,524288.00,591921.15,591921.15,591921.15,591921.15,591921.15,12861.44,20561.92,23232.51,28672.00,28672.00,28672.00,28672.00,28672.00,32
./wrk6/wrk_4003_w_10min_Heavy.txt,3,3,1,315621.38,456392.70,531365.89,598736.90,598736.90,598736.90,598736.90,598736.90,12673.02,13778.94,17563.65,23003.13,23003.13,23003.13,23003.13,23003.13,37
./wrk6/wrk_4003_w_10min_Light.txt,50,400,1,225.92,347.39,491.52,780.80,1146.88,1370.11,1567.74,1844.22,224.90,346.37,490.50,776.70,1140.73,1211.39,1264.64,1482.75,240009
./wrk6/wrk_4003_w_Heavy.txt,3,3,1,83034.11,127729.66,152174.59,166854.65,166854.65,166854.65,166854.65,166854.65,12943.36,13074.43,21544.96,21807.10,21807.10,21807.10,21807.10,21807.10,10
./wrk6/wrk_4003_w_Heavy.txt,3,3,1,97976.32,149815.30,163971.07,179044.35,179044.35,179044.35,179044.35,179044.35,12992.51,24281.09,24657.92,34406.40,34406.40,34406.40,34406.40,34406.40,9
./wrk6/wrk_4003_w_Heavy.txt,3,3,1,83755.01,148766.72,164495.36,178520.06,178520.06,178520.06,178520.06,178520.06,12648.45,13459.45,22675.46,33210.37,33210.37,33210.37,33210.37,33210.37,10
./wrk6/wrk_4003_w_Light.txt,50,400,1,212.09,268.54,338.94,556.54,826.37,853.50,885.25,885.76,211.33,267.77,337.92,556.03,825.86,852.99,884.74,884.74,71997
