file,Threads,Concurrency,Math,50%,75%,90%,99%,99.9%,99.99%,99.999%,100%,u50%,u75%,u90%,u99%,u99.9%,u99.99%,u99.999%,u100%,Throughput
./wrk6/wrk_2003_r_10min_Heavy.txt,3,3,0,314048.51,454557.70,538443.78,583532.54,596115.45,596115.45,596115.45,596115.45,5390.34,7757.82,11378.69,15941.63,16351.23,16351.23,16351.23,16351.23,67
./wrk6/wrk_2003_r_10min_Light.txt,50,200,0,81.66,271.87,491.26,887.81,1137.66,1353.73,1474.56,1512.45,80.51,270.85,490.24,885.76,1079.30,1177.60,1201.15,1202.17,120025
./wrk6/wrk_2003_r_2_Heavy.txt,3,3,0,95354.88,141819.90,155582.46,168296.45,168296.45,168296.45,168296.45,168296.45,11108.35,19169.28,21282.81,21659.65,21659.65,21659.65,21659.65,21659.65,10
./wrk6/wrk_2003_r_2_Heavy.txt,3,3,0,103022.59,129302.53,160956.42,174456.83,174456.83,174456.83,174456.83,174456.83,11681.79,15695.87,19038.21,19709.95,19709.95,19709.95,19709.95,19709.95,11
./wrk6/wrk_2003_r_2_Heavy.txt,3,3,0,82640.90,127926.27,154271.74,166854.65,166854.65,166854.65,166854.65,166854.65,11018.24,11091.97,14655.49,16179.20,16179.20,16179.20,16179.20,16179.20,12
./wrk6/wrk_2003_r_2_Light.txt,50,200,0,97.41,204.16,345.09,702.46,837.12,869.38,1023.49,1023.49,96.77,203.39,344.06,701.44,835.58,868.86,1022.98,1022.98,36011
./wrk6/wrk_2003_r_Heavy.txt,3,3,0,84672.51,131530.75,159907.84,173539.33,173539.33,173539.33,173539.33,173539.33,14655.49,21594.11,26525.69,28770.30,28770.30,28770.30,28770.30,28770.30,9
./wrk6/wrk_2003_r_Heavy.txt,3,3,0,66912.26,125698.05,160432.13,177209.34,177209.34,177209.34,177209.34,177209.34,11788.29,17973.25,18268.16,31916.03,31916.03,31916.03,31916.03,31916.03,10
./wrk6/wrk_2003_r_Heavy.txt,3,3,0,93257.73,123863.04,150863.87,168820.73,168820.73,168820.73,168820.73,168820.73,15466.50,17858.56,24559.62,24952.83,24952.83,24952.83,24952.83,24952.83,9
./wrk6/wrk_2003_r_Light.txt,50,200,0,68.99,211.07,332.29,939.52,1346.56,1492.99,1522.69,1522.69,67.78,209.79,329.98,935.93,1325.06,1368.06,1414.14,1414.14,36004
./wrk6/wrk_2003_w_10min_Heavy.txt,3,3,1,305135.61,438566.91,532414.46,585105.41,592445.44,592445.44,592445.44,592445.44,5275.65,6225.92,9625.60,10117.12,11632.64,11632.64,11632.64,11632.64,74
./wrk6/wrk_2003_w_10min_Heavy.txt,3,3,1,312737.79,441450.49,533463.04,585629.69,593494.02,593494.02,593494.02,593494.02,5324.80,7327.74,9773.06,10133.50,12369.92,12369.92,12369.92,12369.92,72
./wrk6/wrk_2003_w_10min_Heavy.txt,3,3,1,300941.31,448790.53,530841.60,586153.98,596115.45,596115.45,596115.45,596115.45,5214.21,5775.36,8335.36,10108.93,10502.14,10502.14,10502.14,10502.14,76
./wrk6/wrk_2003_w_10min_Light.txt,50,200,1,94.78,177.15,371.97,610.82,789.50,925.18,956.93,958.46,94.08,176.38,371.20,610.30,788.99,924.16,956.41,957.95,120001
./wrk6/wrk_2003_w_Heavy.txt,3,3,1,86441.98,135528.45,155058.17,168951.81,168951.81,168951.81,168951.81,168951.81,16957.44,18644.99,20365.31,25919.49,25919.49,25919.49,25919.49,25919.49,9
./wrk6/wrk_2003_w_Heavy.txt,3,3,1,82378.75,121372.67,155844.61,168427.52,168427.52,168427.52,168427.52,168427.52,10739.71,10878.98,14417.92,19447.81,19447.81,19447.81,19447.81,19447.81,12
./wrk6/wrk_2003_w_Heavy.txt,3,3,1,104726.53,136708.10,162529.28,176160.77,176160.77,176160.77,176160.77,176160.77,12312.58,14262.27,20660.22,20774.91,20774.91,20774.91,20774.91,20774.91,11
./wrk6/wrk_2003_w_Light.txt,50,200,1,87.94,150.78,207.23,477.69,795.13,916.48,953.34,953.34,87.17,150.01,206.34,476.67,794.62,916.48,952.32,952.32,36003
./wrk6/wrk_3003_r_10min_Heavy.txt,3,3,0,292552.70,442499.07,539492.35,580911.10,589824.00,589824.00,589824.00,589824.00,5840.90,7798.78,10960.90,15556.61,15646.72,15646.72,15646.72,15646.72,65
./wrk6/wrk_3003_r_10min_Heavy.txt,3,3,0,315359.23,452984.83,537919.49,589299.71,598212.61,598212.61,598212.61,598212.61,5865.47,9396.22,11395.07,15687.68,16474.11,16474.11,16474.11,16474.11,63
./wrk6/wrk_3003_r_10min_Heavy.txt,3,3,0,299892.73,461111.29,545783.81,590872.57,597688.32,597688.32,597688.32,597688.32,6533.12,9379.84,11329.53,16523.26,19972.10,19972.10,19972.10,19972.10,61
./wrk6/wrk_3003_r_10min_Light.txt,50,300,0,109.50,258.69,455.17,836.61,1396.73,1825.79,2150.40,2166.78,107.84,256.51,453.12,823.29,1329.15,1409.02,1447.93,1449.98,180037
./wrk6/wrk_3003_r_3_Heavy.txt,3,3,0,101056.51,134873.09,155713.54,171442.17,171442.17,171442.17,171442.17,171442.17,17924.10,19218.43,23773.18,23920.64,23920.64,23920.64,23920.64,23920.64,9
./wrk6/wrk_3003_r_3_Heavy.txt,3,3,0,87031.81,133693.44,158466.05,174850.05,174850.05,174850.05,174850.05,174850.05,16064.51,19185.66,22937.60,30359.55,30359.55,30359.55,30359.55,30359.55,9
./wrk6/wrk_3003_r_3_Heavy.txt,3,3,0,102432.77,130416.64,158728.19,177733.63,177733.63,177733.63,177733.63,177733.63,11993.09,12353.53,16416.77,25067.52,25067.52,25067.52,25067.52,25067.52,11
./wrk6/wrk_3003_r_3_Light.txt,50,300,0,137.22,260.10,353.02,574.46,681.47,723.97,727.55,735.23,136.57,259.45,352.25,573.95,681.47,723.97,726.53,734.21,54018
./wrk6/wrk_3003_r_Heavy.txt,3,3,0,86704.13,128909.31,143785.98,172883.97,172883.97,172883.97,172883.97,172883.97,12075.01,17891.33,21987.33,27394.05,27394.05,27394.05,27394.05,27394.05,10
./wrk6/wrk_3003_r_Heavy.txt,3,3,0,89456.64,138936.32,161742.85,175636.48,175636.48,175636.48,175636.48,175636.48,12115.97,19660.80,20070.40,21807.10,21807.10,21807.10,21807.10,21807.10,10
./wrk6/wrk_3003_r_Heavy.txt,3,3,0,88670.21,141557.76,156237.82,176422.91,176422.91,176422.91,176422.91,176422.91,11993.09,18808.83,22839.29,24199.17,24199.17,24199.17,24199.17,24199.17,10
./wrk6/wrk_3003_r_Light.txt,50,300,0,146.56,234.50,297.73,512.00,656.89,723.46,795.13,830.98,145.79,233.47,296.45,510.72,656.38,722.94,794.62,829.95,54024
./wrk6/wrk_3003_w_10min_Heavy.txt,3,3,1,301465.60,454033.41,544735.23,590348.29,597164.03,597164.03,597164.03,597164.03,5763.07,6983.68,10067.97,11403.26,15908.86,15908.86,15908.86,15908.86,69
./wrk6/wrk_3003_w_10min_Heavy.txt,3,3,1,312213.50,445906.94,524288.00,583532.54,594542.59,594542.59,594542.59,594542.59,5791.74,7077.89,10100.74,11968.51,17809.41,17809.41,17809.41,17809.41,68
./wrk6/wrk_3003_w_10min_Heavy.txt,3,3,1,299106.30,452722.69,530579.45,580911.10,594018.30,594018.30,594018.30,594018.30,5820.41,7589.89,10641.41,11526.14,12591.10,12591.10,12591.10,12591.10,67
./wrk6/wrk_3003_w_10min_Light.txt,50,300,1,160.38,221.82,362.24,670.72,880.13,936.45,1015.29,1062.91,159.62,221.06,361.47,670.21,879.62,935.42,1014.27,1062.91,180023
./wrk6/wrk_3003_w_Heavy.txt,3,3,1,93519.87,141426.69,155844.61,174456.83,174456.83,174456.83,174456.83,174456.83,13885.44,18317.31,18907.13,22593.53,22593.53,22593.53,22593.53,22593.53,10
./wrk6/wrk_3003_w_Heavy.txt,3,3,1,87556.10,118685.70,146538.49,167378.94,167378.94,167378.94,167378.94,167378.94,11837.44,11968.51,16351.23,18202.62,18202.62,18202.62,18202.62,18202.62,12
./wrk6/wrk_3003_w_Heavy.txt,3,3,1,103612.41,137494.53,165675.01,179568.64,179568.64,179568.64,179568.64,179568.64,11804.67,15745.02,19447.81,21200.90,21200.90,21200.90,21200.90,21200.90,11
./wrk6/wrk_3003_w_Light.txt,50,300,1,159.23,219.26,283.65,478.72,900.61,1027.58,1042.43,1042.94,158.34,218.24,282.62,477.69,899.58,1027.07,1041.92,1042.43,54000
./wrk6/wrk_4003_r_Heavy.txt,3,3,0,96272.38,126877.70,158072.83,174194.69,174194.69,174194.69,174194.69,174194.69,13156.35,13418.50,13737.98,18448.38,18448.38,18448.38,18448.38,18448.38,11
./wrk6/wrk_4003_r_Heavy.txt,3,3,0,87031.81,124846.08,139591.68,166723.58,166723.58,166723.58,166723.58,166723.58,13590.53,20283.39,20381.69,24346.62,24346.62,24346.62,24346.62,24346.62,9
./wrk6/wrk_4003_r_Heavy.txt,3,3,0,81723.39,124846.08,140902.40,166854.65,166854.65,166854.65,166854.65,166854.65,14385.15,24199.17,25116.67,25526.27,25526.27,25526.27,25526.27,25526.27,8
./wrk6/wrk_4003_r_Light.txt,50,400,0,198.27,283.90,347.90,601.60,895.49,931.84,954.88,1240.06,197.38,283.13,346.88,600.58,895.49,930.82,954.37,1240.06,72013
./wrk6/wrk_4003_w_Heavy.txt,3,3,1,83034.11,127729.66,152174.59,166854.65,166854.65,166854.65,166854.65,166854.65,12943.36,13074.43,21544.96,21807.10,21807.10,21807.10,21807.10,21807.10,10
./wrk6/wrk_4003_w_Heavy.txt,3,3,1,97976.32,149815.30,163971.07,179044.35,179044.35,179044.35,179044.35,179044.35,12992.51,24281.09,24657.92,34406.40,34406.40,34406.40,34406.40,34406.40,9
./wrk6/wrk_4003_w_Heavy.txt,3,3,1,83755.01,148766.72,164495.36,178520.06,178520.06,178520.06,178520.06,178520.06,12648.45,13459.45,22675.46,33210.37,33210.37,33210.37,33210.37,33210.37,10
./wrk6/wrk_4003_w_Light.txt,50,400,1,212.09,268.54,338.94,556.54,826.37,853.50,885.25,885.76,211.33,267.77,337.92,556.03,825.86,852.99,884.74,884.74,71997
